model,framework,timestamp,fps
yolov5,onnx,0.42241811752319336,0.47346160119790426
yolov5,onnx,0.952080488204956,0.7563683158728994
yolov5,onnx,1.2219781875610352,1.3461161600218694
yolov5,onnx,1.4067127704620361,2.159527250510213
yolov5,onnx,1.5675091743469238,2.971430711353578
yolov5,onnx,1.7317662239074707,3.594748322072946
yolov5,onnx,1.8915534019470215,4.1274635437513805
yolov5,onnx,2.0538723468780518,4.534112900026112
yolov5,onnx,2.213360548019409,4.881301579591973
yolov5,onnx,2.373981237411499,5.150210866400047
yolov5,onnx,2.5351459980010986,5.361134765779638
yolov5,onnx,2.6996092796325684,5.504984726668033
yolov5,onnx,2.863157272338867,5.626870414685739
yolov5,onnx,3.024038553237915,5.744649039648145
yolov5,onnx,3.1858599185943604,5.831649972751743
yolov5,onnx,3.3460707664489746,5.913674897223439
yolov5,onnx,3.5061330795288086,5.980453286364437
yolov5,onnx,3.671851396560669,5.991229821458394
yolov5,onnx,3.8324942588806152,6.0379815938334565
yolov5,onnx,3.99200177192688,6.08424470889789
yolov5,onnx,4.15170955657959,6.119682876572036
yolov5,onnx,4.311136960983276,6.150235770919818
yolov5,onnx,4.471757173538208,6.165361916027814
yolov5,onnx,4.631098508834839,6.187456621937445
yolov5,onnx,4.79452109336853,6.173786353682916
yolov5,onnx,4.955142021179199,6.184196837398287
yolov5,onnx,5.115309715270996,6.196048731499595
yolov5,onnx,5.274872303009033,6.210265636366499
yolov5,onnx,5.435666799545288,6.212036174133285
yolov5,onnx,5.596392393112183,6.21398583083529
yolov5,onnx,5.763554096221924,6.16763495756524
yolov5,onnx,5.925785779953003,6.166912775817509
yolov5,onnx,6.140324592590332,5.865762470573715
yolov5,onnx,6.365058422088623,5.582551648553876
yolov5,onnx,6.524139881134033,5.723258855067166
yolov5,onnx,6.688417434692383,5.796058864092338
yolov5,onnx,6.848499536514282,5.8862059997576655
yolov5,onnx,7.007875204086304,5.9638615042206915
yolov5,onnx,7.167743444442749,6.022119423976194
yolov5,onnx,7.327181816101074,6.072098716532754
yolov5,onnx,7.487180709838867,6.107687615959453
yolov5,onnx,7.6477978229522705,6.131347420270208
yolov5,onnx,7.824205160140991,6.038817627474245
yolov5,onnx,7.988386869430542,6.049216593193812
yolov5,onnx,8.151321649551392,6.0668582832908085
yolov5,onnx,8.311765670776367,6.100027310872659
yolov5,onnx,8.472264528274536,6.126136638034131
yolov5,onnx,8.631531476974487,6.156662632962462
yolov5,onnx,8.795557737350464,6.144647059286932
yolov5,onnx,8.95551586151123,6.166044888070284
yolov5,onnx,9.11674165725708,6.173332191307417
yolov5,onnx,9.278963088989258,6.171548473068979
yolov5,onnx,9.442529439926147,6.159984158873726
yolov5,onnx,9.60469675064087,6.161281504072984
yolov5,onnx,9.772701501846313,6.119467726847677
yolov5,onnx,9.93558406829834,6.123452673059412
yolov5,onnx,10.098871231079102,6.123598167159297
yolov5,onnx,10.260550498962402,6.135895515671956
yolov5,onnx,10.424052476882935,6.131943204920512
yolov5,onnx,10.587402105331421,6.129922209578602
yolov5,onnx,10.755050659179688,6.096909585248697
yolov5,onnx,10.91737985610962,6.109591916544428
yolov5,onnx,11.109384059906006,5.929317393346504
yolov5,onnx,11.352335214614868,5.566664655287461
yolov5,onnx,11.513458967208862,5.694613638163339
yolov5,onnx,11.679349422454834,5.761305782727224
yolov5,onnx,11.83922290802002,5.860033802360425
yolov5,onnx,11.999304056167603,5.9373933933566265
yolov5,onnx,12.160006284713745,5.994452527317899
yolov5,onnx,12.320887804031372,6.038712887462082
yolov5,onnx,12.483334064483643,6.062146696814
yolov5,onnx,12.645129680633545,6.085844792540057
yolov5,onnx,12.811482429504395,6.0709403073126955
yolov5,onnx,12.972982168197632,6.095144342446006
yolov5,onnx,13.133721351623535,6.120367160056697
yolov5,onnx,13.293532609939575,6.14777001393057
yolov5,onnx,13.455480337142944,6.153182400940381
yolov5,onnx,13.614458322525024,6.180581739481103
yolov5,onnx,13.78056001663208,6.148547030096626
yolov5,onnx,13.941341876983643,6.162759043836246
yolov5,onnx,14.105478286743164,6.14870592340404
yolov5,onnx,14.281157493591309,6.0574033939755765
yolov5,onnx,14.447610139846802,6.047465643449766
yolov5,onnx,14.609509944915771,6.073304453021255
yolov5,onnx,14.77882194519043,6.039894741751958
yolov5,onnx,14.943170547485352,6.04884126284427
yolov5,onnx,15.107696771621704,6.054684691938082
yolov5,onnx,15.269584894180298,6.079168838427227
yolov5,onnx,15.433645486831665,6.082396862289769
yolov5,onnx,15.596876859664917,6.091172148470929
yolov5,onnx,15.77251148223877,6.011665362956934
yolov5,onnx,15.943915367126465,5.976166986854725
yolov5,onnx,16.149277687072754,5.754822081064458
yolov5,onnx,16.38597321510315,5.448825044101405
yolov5,onnx,16.54933214187622,5.5833579904080475
yolov5,onnx,16.715837001800537,5.667852533007909
yolov5,onnx,16.87782907485962,5.768910340145208
yolov5,onnx,17.03995990753174,5.8486999296704365
yolov5,onnx,17.203534364700317,5.90164472876902
yolov5,onnx,17.3649959564209,5.960000462564964
yolov5,onnx,17.524518489837646,6.0217417426109545
yolov5,onnx,17.691295862197876,6.016596842192094
yolov5,onnx,17.854698657989502,6.037246739585843
yolov5,onnx,18.01387310028076,6.086280512457859
yolov5,onnx,18.172910451889038,6.126590623044447
yolov5,onnx,18.332385778427124,6.155384995595023
yolov5,onnx,18.492748975753784,6.17147694380375
yolov5,onnx,18.655927658081055,6.162831849233273
yolov5,onnx,18.817384004592896,6.168990399904578
yolov5,onnx,18.97773575782776,6.182450276043824
yolov5,onnx,19.137387990951538,6.1986830677803875
yolov5,onnx,19.298654079437256,6.199132793943914
yolov5,onnx,19.459790229797363,6.200492645237783
yolov5,onnx,19.62037181854248,6.205866910194336
yolov5,onnx,19.78437566757202,6.18417710237314
yolov5,onnx,19.94341516494751,6.2048909278434055
yolov5,onnx,20.103479385375977,6.213411221476582
yolov5,onnx,20.263887643814087,6.217547575845655
yolov5,onnx,20.425119161605835,6.214490316781479
yolov5,onnx,20.587023973464966,6.2068859899326245
yolov5,onnx,20.75217056274414,6.176554087358811
yolov5,onnx,20.91261911392212,6.187748760473554
yolov5,onnx,21.088935613632202,6.0845227972974065
yolov5,onnx,21.35186457633972,5.628279969206329
yolov5,onnx,21.513526678085327,5.739772310320672
yolov5,onnx,21.67988920211792,5.79401167864599
yolov5,onnx,21.841889142990112,5.869777694752101
yolov5,onnx,22.003813982009888,5.9309631089174335
yolov5,onnx,22.164650917053223,5.9882659562941445
yolov5,onnx,22.32331919670105,6.0511041527525755
yolov5,onnx,22.484797716140747,6.079438151005085
yolov5,onnx,22.65039300918579,6.0713143184477465
yolov5,onnx,22.815152645111084,6.070941002867457
yolov5,onnx,22.977386951446533,6.089537683109884
yolov5,onnx,23.13745403289795,6.121106292279349
yolov5,onnx,23.2992684841156,6.132868584705388
yolov5,onnx,23.46159315109253,6.138393499011934
yolov5,onnx,23.62541651725769,6.13154186852008
yolov5,onnx,23.79004144668579,6.120116323891775
yolov5,onnx,23.950068473815918,6.1458819453205535
yolov5,onnx,24.111567974090576,6.15509948106652
yolov5,onnx,24.272995471954346,6.163025877440755
yolov5,onnx,24.433115482330322,6.179483823609801
yolov5,onnx,24.591797828674316,6.203966707966364
yolov5,onnx,24.75726008415222,6.171908249276381
yolov5,onnx,24.915850400924683,6.198637643716149
yolov5,onnx,25.07732629776001,6.197485059715042
yolov5,onnx,25.237101554870605,6.209746321342271
yolov5,onnx,25.39953303337097,6.199085486179319
yolov5,onnx,25.559675216674805,6.208158568119707
yolov5,onnx,25.725245714187622,6.17447152461743
yolov5,onnx,25.886987686157227,6.176114635211453
yolov5,onnx,26.047502040863037,6.186886188641383
yolov5,onnx,26.317774772644043,5.689502211358093
yolov5,onnx,26.476320505142212,5.813067447466117
yolov5,onnx,26.634504318237305,5.914805828665057
yolov5,onnx,26.798397064208984,5.952154926295133
yolov5,onnx,26.956692695617676,6.0251826873083605
