model,framework,timestamp,fps
yolov11,pt,0.9511373043060303,1.1313005853490506e-10
yolov11,pt,1.730863094329834,0.2565004295477551
yolov11,pt,2.196523427963257,0.6346979528493077
yolov11,pt,2.7116620540618896,0.896003370258534
yolov11,pt,3.181626081466675,1.1423671827153612
yolov11,pt,3.642969846725464,1.3474099548237937
yolov11,pt,4.135009527206421,1.484399246428166
yolov11,pt,4.6021318435668945,1.6156727800900135
yolov11,pt,5.073681592941284,1.7166716273138583
yolov11,pt,5.543197870254517,1.799307624210267
yolov11,pt,6.01371693611145,1.8645085771994778
yolov11,pt,6.482226610183716,1.918492390635878
yolov11,pt,6.942269563674927,1.9695359262320382
yolov11,pt,7.399819612503052,2.0127393926230615
yolov11,pt,7.929011106491089,1.98812653813442
yolov11,pt,8.411485433578491,2.0050310588765576
yolov11,pt,8.89311671257019,2.0192802690885854
yolov11,pt,9.381935119628906,2.024574110430149
yolov11,pt,9.865292072296143,2.0334321717098596
yolov11,pt,10.339156866073608,2.0488070566013294
yolov11,pt,10.815963983535767,2.0585024710610877
yolov11,pt,11.294968128204346,2.064334898486488
yolov11,pt,11.773815870285034,2.0691372161966717
yolov11,pt,12.250008583068848,2.075307800291279
yolov11,pt,12.766377449035645,2.047566261213646
yolov11,pt,13.232420444488525,2.067197963302112
yolov11,pt,13.701822757720947,2.0798321124235524
yolov11,pt,14.170830249786377,2.090298110280858
yolov11,pt,14.637775182723999,2.100554518429296
yolov11,pt,15.107164859771729,2.1065288266252127
yolov11,pt,15.578482866287231,2.109565007152437
yolov11,pt,16.048375368118286,2.1132812703317265
yolov11,pt,16.510480165481567,2.1234272748465037
yolov11,pt,16.979650735855103,2.1250260172017876
yolov11,pt,17.449292421340942,2.125877389489162
yolov11,pt,17.954210996627808,2.0968053821090695
yolov11,pt,18.41297221183777,2.113400950166162
yolov11,pt,18.87788963317871,2.1209046827382565
yolov11,pt,19.347820520401,2.1223182441010917
yolov11,pt,19.81201481819153,2.1287086599515517
yolov11,pt,20.273849964141846,2.1360218865405853
yolov11,pt,20.738709688186646,2.1390548252549797
yolov11,pt,21.20509362220764,2.1400750986123724
yolov11,pt,21.671462774276733,2.1409049094553003
yolov11,pt,22.136969566345215,2.142363201163878
yolov11,pt,22.65443730354309,2.100388086521807
yolov11,pt,23.1289484500885,2.101796879928896
yolov11,pt,23.59754776954651,2.1082413674897484
yolov11,pt,24.07037353515625,2.1095818872147873
yolov11,pt,24.53979206085205,2.113724536103498
yolov11,pt,25.013088941574097,2.1135473831745375
yolov11,pt,25.478700399398804,2.120380600644241
yolov11,pt,25.943787097930908,2.126331829461805
yolov11,pt,26.406391382217407,2.1334004133169833
yolov11,pt,26.877611875534058,2.131150088774493
yolov11,pt,27.36894917488098,2.1119724162533804
yolov11,pt,27.997719764709473,2.007658968018279
yolov11,pt,28.552557945251465,1.9665926344603442
yolov11,pt,29.069223165512085,1.9603719654405638
yolov11,pt,29.540316820144653,1.9928416052284423
