model,framework,timestamp,fps
fasterrcnn,pt,0.7433590888977051,0.2690261944788845
fasterrcnn,pt,1.7744252681732178,0.40919492546012526
fasterrcnn,pt,2.4504354000091553,0.6232094943034996
fasterrcnn,pt,3.1228764057159424,0.7959914561274775
fasterrcnn,pt,3.7788894176483154,0.9416651664662095
fasterrcnn,pt,4.421174764633179,1.0647202116008465
fasterrcnn,pt,5.178463697433472,1.1158761598357256
fasterrcnn,pt,5.837836503982544,1.1960194724211386
fasterrcnn,pt,6.479696750640869,1.2684098868869462
fasterrcnn,pt,7.133609056472778,1.3205793183549057
fasterrcnn,pt,7.785529851913452,1.3632491890840792
fasterrcnn,pt,8.443621635437012,1.3945083271994025
fasterrcnn,pt,9.101557493209839,1.419587661787425
fasterrcnn,pt,9.901165008544922,1.385792841090783
fasterrcnn,pt,10.567854642868042,1.4086239377832817
fasterrcnn,pt,11.236079454421997,1.426199619981558
fasterrcnn,pt,11.917808294296265,1.4343314712454607
fasterrcnn,pt,12.565366983413696,1.4563174916376613
fasterrcnn,pt,13.270171642303467,1.4488205624968966
fasterrcnn,pt,13.966311931610107,1.4463548625045726
fasterrcnn,pt,14.70799469947815,1.4267409572359164
fasterrcnn,pt,15.392540693283081,1.4335572102672325
fasterrcnn,pt,16.079946041107178,1.4377949158063634
fasterrcnn,pt,16.76832866668701,1.4407720277877265
fasterrcnn,pt,17.44531273841858,1.4480455478657823
fasterrcnn,pt,18.13307476043701,1.449234699314721
fasterrcnn,pt,18.848031520843506,1.439124956266712
fasterrcnn,pt,19.53894329071045,1.4407725268116964
fasterrcnn,pt,20.292752742767334,1.4179370612335749
fasterrcnn,pt,20.96212863922119,1.433135429980076
fasterrcnn,pt,21.640135765075684,1.441490494426713
fasterrcnn,pt,22.354745388031006,1.4330654808951402
fasterrcnn,pt,23.03548526763916,1.4402503624622132
fasterrcnn,pt,23.71933650970459,1.4446615559549603
fasterrcnn,pt,24.403944730758667,1.447867133047086
fasterrcnn,pt,25.1915442943573,1.4122298552671286
fasterrcnn,pt,25.871034860610962,1.4241220397861787
fasterrcnn,pt,26.560280799865723,1.429469816544674
fasterrcnn,pt,27.28698492050171,1.4187910258495493
fasterrcnn,pt,27.996519565582275,1.4169077106327443
fasterrcnn,pt,28.687178373336792,1.4231047531191159
fasterrcnn,pt,29.380262851715088,1.427048914309609
