timestamp,model,framework,fps
1970-01-01 00:00:00.000,yolov11,onnx,0.41914326912885713
1970-01-01 00:00:00.500,yolov11,onnx,0.3452477141549535
1970-01-01 00:00:01.000,yolov11,onnx,1.0495498025270857
1970-01-01 00:00:01.500,yolov11,onnx,2.3719323317164145
1970-01-01 00:00:02.000,yolov11,onnx,3.271574360499181
1970-01-01 00:00:02.500,yolov11,onnx,3.7674732289904407
1970-01-01 00:00:03.000,yolov11,onnx,4.039566124536667
1970-01-01 00:00:03.500,yolov11,onnx,4.179754860097356
1970-01-01 00:00:04.000,yolov11,onnx,4.263317854478647
1970-01-01 00:00:04.500,yolov11,onnx,4.324363920919344
1970-01-01 00:00:05.000,yolov11,onnx,4.353567661546127
1970-01-01 00:00:05.500,yolov11,onnx,4.330096869438872
1970-01-01 00:00:06.000,yolov11,onnx,4.331921159184276
1970-01-01 00:00:06.500,yolov11,onnx,4.321030531276359
1970-01-01 00:00:07.000,yolov11,onnx,4.358328659943325
1970-01-01 00:00:07.500,yolov11,onnx,4.363887090451328
1970-01-01 00:00:08.000,yolov11,onnx,4.356226145046306
1970-01-01 00:00:08.500,yolov11,onnx,4.323323365857688
1970-01-01 00:00:09.000,yolov11,onnx,4.321774795870498
1970-01-01 00:00:09.500,yolov11,onnx,4.321065317808693
1970-01-01 00:00:10.000,yolov11,onnx,4.333983377965508
1970-01-01 00:00:10.500,yolov11,onnx,4.306282820902232
1970-01-01 00:00:11.000,yolov11,onnx,4.301604696668617
1970-01-01 00:00:11.500,yolov11,onnx,4.3048697472695405
1970-01-01 00:00:12.000,yolov11,onnx,4.339077884147119
1970-01-01 00:00:12.500,yolov11,onnx,4.341990506674475
1970-01-01 00:00:13.000,yolov11,onnx,4.323551437109357
1970-01-01 00:00:13.500,yolov11,onnx,4.2909080448621495
1970-01-01 00:00:14.000,yolov11,onnx,4.280431125202235
1970-01-01 00:00:14.500,yolov11,onnx,4.258789211792397
1970-01-01 00:00:15.000,yolov11,onnx,4.270610609303888
1970-01-01 00:00:15.500,yolov11,onnx,4.256756228674209
1970-01-01 00:00:16.000,yolov11,onnx,4.244831924079989
1970-01-01 00:00:16.500,yolov11,onnx,4.23528598803177
1970-01-01 00:00:17.000,yolov11,onnx,4.28592837465556
1970-01-01 00:00:17.500,yolov11,onnx,4.294588438738533
1970-01-01 00:00:18.000,yolov11,onnx,4.276645954999212
1970-01-01 00:00:18.500,yolov11,onnx,4.254977553314113
1970-01-01 00:00:19.000,yolov11,onnx,4.260023566504215
1970-01-01 00:00:19.500,yolov11,onnx,4.25086566579747
1970-01-01 00:00:20.000,yolov11,onnx,4.275271188410198
1970-01-01 00:00:20.500,yolov11,onnx,4.243322357203277
1970-01-01 00:00:21.000,yolov11,onnx,4.245714275860951
1970-01-01 00:00:21.500,yolov11,onnx,4.2253189774345215
1970-01-01 00:00:22.000,yolov11,onnx,4.273371776601032
1970-01-01 00:00:22.500,yolov11,onnx,4.283238568279847
1970-01-01 00:00:23.000,yolov11,onnx,4.260339084550377
1970-01-01 00:00:23.500,yolov11,onnx,4.235864171008499
1970-01-01 00:00:24.000,yolov11,onnx,4.242718001868121
1970-01-01 00:00:24.500,yolov11,onnx,4.240594249124307
1970-01-01 00:00:25.000,yolov11,onnx,4.256957112021594
1970-01-01 00:00:25.500,yolov11,onnx,4.230273584324722
1970-01-01 00:00:26.000,yolov11,onnx,4.236788962243742
1970-01-01 00:00:26.500,yolov11,onnx,4.200151634792699
1970-01-01 00:00:27.000,yolov11,onnx,4.24864427308747
1970-01-01 00:00:27.500,yolov11,onnx,4.24618957427428
1970-01-01 00:00:28.000,yolov11,onnx,4.238710392713427
1970-01-01 00:00:28.500,yolov11,onnx,4.223544040111986
1970-01-01 00:00:29.000,yolov11,onnx,4.210204151575736
1970-01-01 00:00:29.500,yolov11,onnx,4.22715944317581
