timestamp,model,framework,fps
1970-01-01 00:00:00.000,yolov11,onnx,0.6487676149259526
1970-01-01 00:00:00.500,yolov11,onnx,0.8287963451440314
1970-01-01 00:00:01.000,yolov11,onnx,1.1131784524586343
1970-01-01 00:00:01.500,yolov11,onnx,1.7791372367960743
1970-01-01 00:00:02.000,yolov11,onnx,2.2479014188624813
1970-01-01 00:00:02.500,yolov11,onnx,2.5426946995224173
1970-01-01 00:00:03.000,yolov11,onnx,2.737882778370325
1970-01-01 00:00:03.500,yolov11,onnx,2.9312796348154504
1970-01-01 00:00:04.000,yolov11,onnx,3.0421133235120843
1970-01-01 00:00:04.500,yolov11,onnx,3.0885422751009743
1970-01-01 00:00:05.000,yolov11,onnx,3.145806608852611
1970-01-01 00:00:05.500,yolov11,onnx,3.176181065649377
1970-01-01 00:00:06.000,yolov11,onnx,3.2041947748540287
1970-01-01 00:00:06.500,yolov11,onnx,3.2295982971904325
1970-01-01 00:00:07.000,yolov11,onnx,3.2493463959454885
1970-01-01 00:00:07.500,yolov11,onnx,3.2433392468871887
1970-01-01 00:00:08.000,yolov11,onnx,3.1861949766692854
1970-01-01 00:00:08.500,yolov11,onnx,3.200087560605032
1970-01-01 00:00:09.000,yolov11,onnx,3.222477047774138
1970-01-01 00:00:09.500,yolov11,onnx,3.199142347462658
1970-01-01 00:00:10.000,yolov11,onnx,3.228187045267102
1970-01-01 00:00:10.500,yolov11,onnx,3.259654494707429
1970-01-01 00:00:11.000,yolov11,onnx,3.2674530321580137
1970-01-01 00:00:11.500,yolov11,onnx,3.2067845573619542
1970-01-01 00:00:12.000,yolov11,onnx,3.2180061482483913
1970-01-01 00:00:12.500,yolov11,onnx,3.244951641684981
1970-01-01 00:00:13.000,yolov11,onnx,3.2361455319922294
1970-01-01 00:00:13.500,yolov11,onnx,3.256500420261891
1970-01-01 00:00:14.000,yolov11,onnx,3.2664364405454314
1970-01-01 00:00:14.500,yolov11,onnx,3.2465949134039382
1970-01-01 00:00:15.000,yolov11,onnx,3.2631380862169648
1970-01-01 00:00:15.500,yolov11,onnx,3.25932033165142
1970-01-01 00:00:16.000,yolov11,onnx,3.253676222399206
1970-01-01 00:00:16.500,yolov11,onnx,3.2220529095031916
1970-01-01 00:00:17.000,yolov11,onnx,3.2245446882914734
1970-01-01 00:00:17.500,yolov11,onnx,3.23310523702082
1970-01-01 00:00:18.000,yolov11,onnx,3.192042738553579
1970-01-01 00:00:18.500,yolov11,onnx,3.2022274499689045
1970-01-01 00:00:19.000,yolov11,onnx,3.2193921037219346
1970-01-01 00:00:19.500,yolov11,onnx,3.188245972086266
1970-01-01 00:00:20.000,yolov11,onnx,3.1875045171495087
1970-01-01 00:00:20.500,yolov11,onnx,3.2002483726589164
1970-01-01 00:00:21.000,yolov11,onnx,3.1883502203895824
1970-01-01 00:00:21.500,yolov11,onnx,3.206042198532721
1970-01-01 00:00:22.000,yolov11,onnx,3.234927338379663
1970-01-01 00:00:22.500,yolov11,onnx,3.2235727023629535
1970-01-01 00:00:23.000,yolov11,onnx,3.2016558515565925
1970-01-01 00:00:23.500,yolov11,onnx,3.2330367271155467
1970-01-01 00:00:24.000,yolov11,onnx,3.2718577261505457
1970-01-01 00:00:24.500,yolov11,onnx,3.2466883481964772
1970-01-01 00:00:25.000,yolov11,onnx,3.248755476841663
1970-01-01 00:00:25.500,yolov11,onnx,3.2381905078098554
1970-01-01 00:00:26.000,yolov11,onnx,3.214198904415737
1970-01-01 00:00:26.500,yolov11,onnx,3.1959114915772364
1970-01-01 00:00:27.000,yolov11,onnx,3.206665498457833
1970-01-01 00:00:27.500,yolov11,onnx,3.2042789143083468
1970-01-01 00:00:28.000,yolov11,onnx,3.1667143022653232
1970-01-01 00:00:28.500,yolov11,onnx,3.197808530579041
1970-01-01 00:00:29.000,yolov11,onnx,3.2136115346446252
1970-01-01 00:00:29.500,yolov11,onnx,3.1934915982491083
