timestamp,model,framework,fps
1970-01-01 00:00:00.000,ssdlite,onnx,0.6600715839474198
1970-01-01 00:00:00.500,ssdlite,onnx,0.8500665625237692
1970-01-01 00:00:01.000,ssdlite,onnx,1.4008009952053115
1970-01-01 00:00:01.500,ssdlite,onnx,2.1810225012232047
1970-01-01 00:00:02.000,ssdlite,onnx,2.7511927304932975
1970-01-01 00:00:02.500,ssdlite,onnx,3.1173310084715253
1970-01-01 00:00:03.000,ssdlite,onnx,3.3271150094682
1970-01-01 00:00:03.500,ssdlite,onnx,3.470732929531605
1970-01-01 00:00:04.000,ssdlite,onnx,3.5840326688003854
1970-01-01 00:00:04.500,ssdlite,onnx,3.6320362942806383
1970-01-01 00:00:05.000,ssdlite,onnx,3.6306173881792616
1970-01-01 00:00:05.500,ssdlite,onnx,3.6617110159173594
1970-01-01 00:00:06.000,ssdlite,onnx,3.7225920490282967
1970-01-01 00:00:06.500,ssdlite,onnx,3.742413226500267
1970-01-01 00:00:07.000,ssdlite,onnx,3.7545698124918054
1970-01-01 00:00:07.500,ssdlite,onnx,3.7728833652042026
1970-01-01 00:00:08.000,ssdlite,onnx,3.7854419410090627
1970-01-01 00:00:08.500,ssdlite,onnx,3.744675736807048
1970-01-01 00:00:09.000,ssdlite,onnx,3.694054803010205
1970-01-01 00:00:09.500,ssdlite,onnx,3.6777890771676818
1970-01-01 00:00:10.000,ssdlite,onnx,3.7021640701497005
1970-01-01 00:00:10.500,ssdlite,onnx,3.761407964637891
1970-01-01 00:00:11.000,ssdlite,onnx,3.815594215444223
1970-01-01 00:00:11.500,ssdlite,onnx,3.8167310929517853
1970-01-01 00:00:12.000,ssdlite,onnx,3.8403866441276464
1970-01-01 00:00:12.500,ssdlite,onnx,3.8378650817771485
1970-01-01 00:00:13.000,ssdlite,onnx,3.7967398446792373
1970-01-01 00:00:13.500,ssdlite,onnx,3.810953225523396
1970-01-01 00:00:14.000,ssdlite,onnx,3.805177607399525
1970-01-01 00:00:14.500,ssdlite,onnx,3.7719504546461358
1970-01-01 00:00:15.000,ssdlite,onnx,3.7622058941742287
1970-01-01 00:00:15.500,ssdlite,onnx,3.7546123330628043
1970-01-01 00:00:16.000,ssdlite,onnx,3.789066472125067
1970-01-01 00:00:16.500,ssdlite,onnx,3.818556538792147
1970-01-01 00:00:17.000,ssdlite,onnx,3.854263574809346
1970-01-01 00:00:17.500,ssdlite,onnx,3.8426192373722126
1970-01-01 00:00:18.000,ssdlite,onnx,3.8345631477480424
1970-01-01 00:00:18.500,ssdlite,onnx,3.8014660339609074
1970-01-01 00:00:19.000,ssdlite,onnx,3.809221773236474
1970-01-01 00:00:19.500,ssdlite,onnx,3.78340160108032
1970-01-01 00:00:20.000,ssdlite,onnx,3.760104339955979
1970-01-01 00:00:20.500,ssdlite,onnx,3.7885651245139718
1970-01-01 00:00:21.000,ssdlite,onnx,3.7943334516209277
1970-01-01 00:00:21.500,ssdlite,onnx,3.8314878206255054
1970-01-01 00:00:22.000,ssdlite,onnx,3.8356321280485863
1970-01-01 00:00:22.500,ssdlite,onnx,3.82832577926159
1970-01-01 00:00:23.000,ssdlite,onnx,3.828225765354509
1970-01-01 00:00:23.500,ssdlite,onnx,3.79869770563215
1970-01-01 00:00:24.000,ssdlite,onnx,3.80760769095201
1970-01-01 00:00:24.500,ssdlite,onnx,3.789615750568624
1970-01-01 00:00:25.000,ssdlite,onnx,3.7617504568910087
1970-01-01 00:00:25.500,ssdlite,onnx,3.794471553942709
1970-01-01 00:00:26.000,ssdlite,onnx,3.81598043396099
1970-01-01 00:00:26.500,ssdlite,onnx,3.832635132456189
1970-01-01 00:00:27.000,ssdlite,onnx,3.826366270939667
1970-01-01 00:00:27.500,ssdlite,onnx,3.833782111572514
1970-01-01 00:00:28.000,ssdlite,onnx,3.821717241562369
1970-01-01 00:00:28.500,ssdlite,onnx,3.8093211295429277
1970-01-01 00:00:29.000,ssdlite,onnx,3.8104279929933185
1970-01-01 00:00:29.500,ssdlite,onnx,3.8064893936683184
